title	author
Dead as a Doornail (Sookie Stackhouse, #5)	Charlaine Harris
A Great and Terrible Beauty (Gemma Doyle, #1)	Libba Bray
Breakfast of Champions	Kurt Vonnegut
Before I Go to Sleep	S.J. Watson
Înainte să adorm	S.J. Watson
Αμνησία	S.J. Watson
The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)	Alexander McCall Smith
The Green Mile	Stephen King
The Art of War	Sun Tzu
Mitt perfekta liv	Sarah Dessen
The Truth about Forever	Sarah Dessen
The Angel Experiment (Maximum Ride, #1)	James Patterson
Gulliver's Travels	Jonathan Swift
Defending Jacob	William Landay
Défendre Jacob	William Landay
All Together Dead (Sookie Stackhouse, #7)	Charlaine Harris
A Confederacy of Dunces	John Kennedy Toole
Tuck Everlasting	Natalie Babbitt
The World According to Garp	John Irving
Snow Crash	Neal Stephenson
Definitely Dead (Sookie Stackhouse, #6)	Charlaine Harris
Guns, Germs, and Steel: The Fates of Human Societies	Jared Diamond
The Phantom Tollbooth	Norton Juster
Silence (Hush, Hush, #3)	Becca Fitzpatrick
Torment (Fallen, #2)	Lauren Kate
The Silver Chair (Chronicles of Narnia, #4)	C.S. Lewis
Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)	Art Spiegelman
Beowulf	Unknown
Beowulf: A Verse Translation	Unknown
La spada della verità vol. 1 (La spada della verità, #1)	Terry Goodkind
Wizard's First Rule (Sword of Truth, #1)	Terry Goodkind
Ne me touche pas (Insaisissable, #1)	Tahereh Mafi
Shatter Me (Shatter Me, #1)	Tahereh Mafi
Something Blue (Darcy & Rachel, #2)	Emily Giffin
Remember Me?	Sophie Kinsella
Tess of the D'Urbervilles	Thomas Hardy
The Complete Stories and Poems	Edgar Allan Poe
Crossed (Matched, #2)	Ally Condie
In Her Shoes	Jennifer Weiner
Chosen (House of Night, #3)	P.C. Cast
The New Drawing on the Right Side of the Brain	Betty Edwards
The God of Small Things	Arundhati Roy
خدای چیزهای کوچک	Arundhati Roy
The Hobbit: Graphic Novel	Chuck Dixon
De nachtegaal	Kristin Hannah
The Nightingale	Kristin Hannah
The Nightingale	Kristin Hannah
Speaker for the Dead (The Ender Quintet, #3)	Orson Scott Card
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate	Gary Chapman
In the Woods (Dublin Murder Squad, #1)	Tana French
City of Heavenly Fire (The Mortal Instruments, #6)	Cassandra Clare
The Andromeda Strain	Michael Crichton
Fall of Giants (The Century Trilogy #1)	Ken Follett
Fall of Giants (The Century Trilogy, #1)	Ken Follett
Madame Bovary	Gustave Flaubert
Kafka on the Shore	Haruki Murakami
The Last Battle (Chronicles of Narnia, #7)	C.S. Lewis
Scarlet (Měsíční kroniky, #2)	Marissa Meyer
Scarlet (The Lunar Chronicles, #2)	Marissa Meyer
A Brief History of Time	Stephen Hawking
The Brief Wondrous Life Of Oscar Wao	Junot Díaz
War and Peace	Leo Tolstoy
The Prince	Niccolò Machiavelli
The War of the Worlds	H.G. Wells
The Adventures of Sherlock Holmes (Sherlock Holmes, #3)	Arthur Conan Doyle
Slammed (Slammed, #1)	Colleen Hoover
Mere Christianity	C.S. Lewis
The Brothers Karamazov	Fyodor Dostoyevsky
Midnight in the Garden of Good and Evil: A Savannah Story	John Berendt
2001: A Space Odyssey (Space Odyssey, #1)	Arthur C. Clarke
2001: A Space Odyssey (Space Odyssey, #1)	Arthur C. Clarke
From Dead to Worse (Sookie Stackhouse, #8)	Charlaine Harris
The Great Hunt (Wheel of Time, #2)	Robert Jordan
American Psycho	Bret Easton Ellis
Holy Bible: King James Version	Anonymous
The Holy Bible, King James Version (KJV)	Anonymous
The One Year Bible: The entire King James Version arranged in 365 daily readings –KJV	Anonymous
Nickel and Dimed: On (Not) Getting By in America	Barbara Ehrenreich
Postmortem (Kay Scarpetta, #1)	Patricia Cornwell
Killing Floor (Jack Reacher, #1)	Lee Child
Cloud Atlas	David Mitchell
Die Erfindung der Flügel	Sue Monk Kidd
The Invention of Wings	Sue Monk Kidd
The Hound of the Baskervilles (Sherlock Holmes, #5)	Arthur Conan Doyle
The Virgin Suicides	Jeffrey Eugenides
Choke	Chuck Palahniuk
Corduroy	Don Freeman
Franny and Zooey	J.D. Salinger
Needful Things	Stephen King
The Hiding Place	Corrie ten Boom
The Secret History	Donna Tartt
The Purpose Driven Life: What on Earth Am I Here for?	Rick Warren
The God Delusion	Richard Dawkins
A Separate Peace	John Knowles
Bree Tanners andra liv (Twilight, #3.5)	Stephenie Meyer
The Short Second Life of Bree Tanner (Twilight, #3.5)	Stephenie Meyer
The Mists of Avalon (Avalon, #1)	Marion Zimmer Bradley
Dead and Gone (Sookie Stackhouse, #9)	Charlaine Harris
Are You My Mother?	P.D. Eastman
The Prince of Tides	Pat Conroy
Candide	Voltaire
Candide: or, Optimism	Voltaire
Kandyd	Voltaire
The Tale of Peter Rabbit	Beatrix Potter
Obsidian (Lux, #1)	Jennifer L. Armentrout
Are You There God? It's Me, Margaret	Judy Blume
Pretty Little Liars (Pretty Little Liars, #1)	Sara Shepard
Little House in the Big Woods (Little House, #1)	Laura Ingalls Wilder
Cujo	Stephen King
Christine	Stephen King
The Dragon Reborn (Wheel of Time, #3)	Robert Jordan
The Walking Dead, Vol. 01: Days Gone Bye	Robert Kirkman
The Things They Carried	Tim O'Brien
David Copperfield	Charles Dickens
Left Behind (Left Behind, #1)	Tim LaHaye
A Wizard of Earthsea (Earthsea Cycle, #1)	Ursula K. Le Guin
The Kitchen House	Kathleen Grissom
Voyager (Outlander, #3)	Diana Gabaldon
The Lincoln Lawyer (Harry Bosch Universe, #16)	Michael Connelly
The Iron King (The Iron Fey, #1)	Julie Kagawa
The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)	Douglas Adams
Beastly	Alex Flinn
I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)	Ally Carter
The Canterbury Tales	Geoffrey Chaucer
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban	Malala Yousafzai
Heidi (Heidi, #1)	Johanna Spyri
When You Are Engulfed in Flames	David Sedaris
Entwined with You (Crossfire, #3)	Sylvia Day
För dig nära (Crossfire, #3)	Sylvia Day
Δεμένη μαζί σου (Crossfire, #3)	Sylvia Day
Darkly Dreaming Dexter (Dexter, #1)	Jeff Lindsay
Because of Winn-Dixie	Kate DiCamillo
The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)	Suzanne Collins
This Lullaby	Sarah Dessen
The Prophet	Kahlil Gibran
Timeline	Michael Crichton
Oryx and Crake (MaddAddam, #1)	Margaret Atwood
Love You Forever	Robert Munsch
Redeeming Love	Francine Rivers
Man's Search for Meaning	Viktor E. Frankl
The Amazing Adventures of Kavalier & Clay	Michael Chabon
Don Quixote	Miguel de Cervantes Saavedra
High Fidelity	Nick Hornby
The Absolutely True Diary of a Part-Time Indian	Sherman Alexie
A Heartbreaking Work of Staggering Genius	Dave Eggers
Das Silmarillion	J.R.R. Tolkien
El Silmarillion	J.R.R. Tolkien
O Silmarillion	J.R.R. Tolkien
The Silmarillion	J.R.R. Tolkien
The Forgotten Garden	Kate Morton
Inheritance (The Inheritance Cycle, #4)	Christopher Paolini
Hamlet	Kenneth Branagh
The Vampire Lestat (The Vampire Chronicles, #2)	Anne Rice
Gone (Gone, #1)	Michael  Grant
Uncle Tom's Cabin	Harriet Beecher Stowe
Specials (Uglies, #3)	Scott Westerfeld
It's Kind of a Funny Story	Ned Vizzini
Station Eleven	Emily St. John Mandel
Station Eleven	Emily St. John Mandel
Crónica del pájaro que da cuerda al mundo	Haruki Murakami
The Wind-Up Bird Chronicle	Haruki Murakami
Ways of Seeing	John Berger
Hunted (House of Night, #5)	P.C. Cast
Along for the Ride	Sarah Dessen
Na co Alice zapomněla	Liane Moriarty
What Alice Forgot	Liane Moriarty
The Phantom of the Opera	Gaston Leroux
The House of Hades (The Heroes of Olympus, #4)	Rick Riordan
Life After Life	Kate Atkinson
The Magicians (The Magicians #1)	Lev Grossman
The Rescue	Nicholas Sparks
Alexander and the Terrible, Horrible, No Good, Very Bad Day	Judith Viorst
Girl, Interrupted	Susanna Kaysen
Blomstenes hemmelige språk	Vanessa Diffenbaugh
The Language of Flowers	Vanessa Diffenbaugh
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values	Robert M. Pirsig
Assassin's Apprentice (Farseer Trilogy, #1)	Robin Hobb
Murder on the Orient Express (Hercule Poirot, #10)	Agatha Christie
Midnight Sun (Twilight, #1.5)	Stephenie Meyer
Anansi Boys	Neil Gaiman
Dublin Caddesi (On Dublin Street, #1)	Samantha Young
On Dublin Street (On Dublin Street, #1)	Samantha Young
The Polar Express	Chris Van Allsburg
I've Got Your Number	Sophie Kinsella
The Omnivore's Dilemma: A Natural History of Four Meals	Michael Pollan
The True Story of the 3 Little Pigs	Jon Scieszka
Madeline	Ludwig Bemelmans
Amante Despierto (La hermandad de la Daga Negra, #3)	J.R. Ward
Lover Awakened (Black Dagger Brotherhood, #3)	J.R. Ward
Cell	Stephen King
Batman: The Dark Knight Returns	Frank Miller
King Lear	William Shakespeare
Bloodlines (Bloodlines, #1)	Richelle Mead
Walking Disaster (Beautiful, #2)	Jamie McGuire
Crónicas marcianas	Ray Bradbury
The Martian Chronicles	Ray Bradbury
The Well of Ascension (Mistborn, #2)	Brandon Sanderson
Gesplitst	Neal Shusterman
Unwind (Unwind, #1)	Neal Shusterman
Jonathan Livingston Seagull	Richard Bach
The Guardian	Nicholas Sparks
Fallen Too Far (Too Far, #1; Rosemary Beach, #1)	Abbi Glines
Prodigy (Legend, #2)	Marie Lu
Batman: Year One	Frank Miller
Everything Is Illuminated	Jonathan Safran Foer
Breakfast at Tiffany's	Truman Capote
Dead in the Family (Sookie Stackhouse, #10)	Charlaine Harris
Firestarter	Stephen King
Jonathan Strange & Mr Norrell	Susanna Clarke
Death of a Salesman	Arthur Miller
Plain Truth	Jodi Picoult
Sabriel (Abhorsen,  #1)	Garth Nix
Sabriel (The Old Kingdom, #1)	Garth Nix
The Rainmaker	John Grisham
Oikeusjuttu	Franz Kafka
The Trial	Franz Kafka
Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)	Robert C. O'Brien
Wicked Lovely (Wicked Lovely, #1)	Melissa Marr
Die rote Königin (Die Farben des Blutes #1)	Victoria Aveyard
Red Queen (Red Queen, #1)	Victoria Aveyard
Vörös királynő (Red Queen, #1)	Victoria Aveyard
Mrs. Dalloway	Virginia Woolf
From the Mixed-Up Files of Mrs. Basil E. Frankweiler	E.L. Konigsburg
Lover Eternal (Black Dagger Brotherhood, #2)	J.R. Ward
Tempted (House of Night, #6)	P.C. Cast
The Dead Zone	Stephen King
La chiamata dei tre	Stephen King
The Drawing of the Three (The Dark Tower, #2)	Stephen King
A Mester és Margarita	Mikhail Bulgakov
Mistrz i Małgorzata	Mikhail Bulgakov
The Master and Margarita	Mikhail Bulgakov
The Reader	Bernhard Schlink
World Without End (The Pillars of the Earth, #2)	Ken Follett
Kitchen Confidential: Adventures in the Culinary Underbelly	Anthony Bourdain
A Visit from the Goon Squad	Jennifer Egan
Nights in Rodanthe	Nicholas Sparks
Death Note, Vol. 1: Boredom (Death Note, #1)	Tsugumi Ohba
Walk Two Moons	Sharon Creech
La via dei re (Le cronache della Folgoluce, #1)	Brandon Sanderson
The Way of Kings (The Stormlight Archive, #1)	Brandon Sanderson
On Writing: A Memoir of the Craft	Stephen King
Wallbanger (Cocktail, #1)	Alice Clayton
Midwives	Chris Bohjalian
Are You There, Vodka? It's Me, Chelsea	Chelsea Handler
The Summoning (Darkest Powers, #1)	Kelley Armstrong
Around the World in Eighty Days (Extraordinary Voyages, #11)	Jules Verne
Starship Troopers	Robert A. Heinlein
The Pearl	John Steinbeck
The Bourne Supremacy (Jason Bourne, #2)	Robert Ludlum
The House of the Spirits	Isabel Allende
Il mondo di Sofia	Jostein Gaarder
O Mundo de Sofia	Jostein Gaarder
Sophie's World	Jostein Gaarder
دنیای سوفی: داستانی دربارۀ تاریخ فلسفه	Jostein Gaarder
Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)	Jules Verne
The Hero of Ages (Mistborn, #3)	Brandon Sanderson
The Taming of the Shrew	William Shakespeare
Linger (The Wolves of Mercy Falls, #2)	Maggie Stiefvater
Howl's Moving Castle (Howl's Moving Castle, #1)	Diana Wynne Jones
Julius Caesar	William Shakespeare
The Invention of Hugo Cabret	Brian Selznick
Burned (House of Night, #7)	P.C. Cast
The Passage	Justin Cronin
The Passage (The Passage, #1)	Justin Cronin
The Little House Collection (Little House, #1-9)	Laura Ingalls Wilder
The Cider House Rules	John Irving
Congo	Michael Crichton
Different Seasons	Stephen King
Prey	Michael Crichton
Orange Is the New Black	Piper Kerman
Orange Is the New Black: My Year in a Women's Prison	Piper Kerman
Bag of Bones	Stephen King
The Mysterious Affair at Styles (Hercule Poirot, #1)	Agatha Christie
The Wind in the Willows	Kenneth Grahame
The Power of Habit: Why We Do What We Do in Life and Business	Charles Duhigg
The Sound and the Fury	William Faulkner
Patriot Games (Jack Ryan Universe, #2)	Tom Clancy
Thinner	Richard Bachman
The Constant Princess (The Tudor Court, #1)	Philippa Gregory
Sphere	Michael Crichton
Wall and Piece	Banksy
Life, the Universe and Everything (Hitchhiker's Guide, #3)	Douglas Adams
Drums of Autumn (Outlander, #4)	Diana Gabaldon
State of Wonder	Ann Patchett
The DUFF: Designated Ugly Fat Friend	Kody Keplinger
The Complete Grimm's Fairy Tales	Jacob Grimm
Gabriel's Inferno (Gabriel's Inferno, #1)	Sylvain Reynard
The Awakening	Kate Chopin
Moon Called (Mercy Thompson, #1)	Patricia Briggs
Freedom	Jonathan Franzen
Svoboda	Jonathan Franzen
Lock and Key	Sarah Dessen
Baby Proof	Emily Giffin
Mort (Discworld, #4; Death, #1)	Terry Pratchett
The Reptile Room (A Series of Unfortunate Events, #2)	Lemony Snicket
Snow Falling on Cedars	David Guterson
Fire (Graceling Realm, #2)	Kristin Cashore
Brown Bear, Brown Bear, What Do You See?	Bill Martin Jr.
The Tempest	William Shakespeare
Cress (Lunar Chronicles, #3)	Marissa Meyer
Cress (The Lunar Chronicles, #3)	Marissa Meyer
Two for the Dough (Stephanie Plum, #2)	Janet Evanovich
Suzanne's Diary for Nicholas	James Patterson
The Wedding (The Notebook, #2)	Nicholas Sparks
Oedipus Rex  (The Theban Plays, #1)	Sophocles
One Fish, Two Fish, Red Fish, Blue Fish	Dr. Seuss
The Corrections	Jonathan Franzen
The Shadow Rising (Wheel of Time, #4)	Robert Jordan
The Silver Linings Playbook	Matthew Quick
Pippi Longstocking	Astrid Lindgren
Love the One You're With	Emily Giffin
The Edge of Never (The Edge of Never, #1)	J.A. Redmerski
Men Are from Mars, Women Are from Venus	John  Gray
Veronika Decides to Die	Paulo Coelho
Thoughtless (Thoughtless, #1)	S.C. Stephens
Crown of Midnight (Throne of Glass, #2)	Sarah J. Maas
1Q84	Haruki Murakami
1Q84 (1Q84, #1-3)	Haruki Murakami
Blue Bloods (Blue Bloods, #1)	Melissa de la Cruz
Lamb: The Gospel According to Biff, Christ's Childhood Pal	Christopher Moore
Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living	Julie Powell
A Bend in the Road	Nicholas Sparks
Firefly Lane (Firefly Lane, #1)	Kristin Hannah
The Hunchback of Notre-Dame	Victor Hugo
The Sandman, Vol. 1: Preludes and Nocturnes	Neil Gaiman
Twenties Girl	Sophie Kinsella
Rich Dad, Poor Dad	Robert T. Kiyosaki
Passion (Fallen, #3)	Lauren Kate
Invisible Man	Ralph Ellison
Dreams from My Father: A Story of Race and Inheritance	Barack Obama
Blindness	José Saramago
The Merchant of Venice	William Shakespeare
Twelfth Night	William Shakespeare
Gathering Blue (The Giver, #2)	Lois Lowry
The Waste Lands (The Dark Tower, #3)	Stephen King
The Complete Sherlock Holmes	Arthur Conan Doyle
A Room with a View	E.M. Forster
Abraham Lincoln: Vampire Hunter	Seth Grahame-Smith
Point of Retreat (Slammed, #2)	Colleen Hoover
The Story of Art	E.H. Gombrich
Ender's Shadow (Ender's Shadow, #1)	Orson Scott Card
Den vita drottningen (Rosornas krig, #1)	Philippa Gregory
The White Queen (The Cousins' War, #1)	Philippa Gregory
A People's History of the United States	Howard Zinn
The Unbecoming of Mara Dyer (Mara Dyer, #1)	Michelle Hodkin
Roots: The Saga of an American Family	Alex Haley
Nine Stories	J.D. Salinger
Beautiful Ruins	Jess Walter
Go Set a Watchman (To Kill a Mockingbird, #2)	Harper Lee
The Bluest Eye	Toni Morrison
The White Tiger	Aravind Adiga
Flowers in the Attic (Dollanganger, #1)	V.C. Andrews
Let's Pretend This Never Happened: A Mostly True Memoir	Jenny  Lawson
The Neverending Story	Michael Ende
The Bone Collector (Lincoln Rhyme, #1)	Jeffery Deaver
The Westing Game	Ellen Raskin
Hyperion (Hyperion Cantos, #1)	Dan Simmons
Hyperion (Hyperion, #1)	Dan Simmons
Darkfever (Fever, #1)	Karen Marie Moning
Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)	Louise Rennison
The Exorcist	William Peter Blatty
The Choice	Nicholas Sparks
Under the Banner of Heaven: A Story of Violent Faith	Jon Krakauer
Interpreter of Maladies	Jhumpa Lahiri
Half Broke Horses	Jeannette Walls
Shutter Island	Dennis Lehane
Three to Get Deadly (Stephanie Plum, #3)	Janet Evanovich
Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)	Bryan Lee O'Malley
Stiff: The Curious Lives of Human Cadavers	Mary Roach
The Queen of the Damned (The Vampire Chronicles, #3)	Anne Rice
House Rules	Jodi Picoult
The Girls' Guide to Hunting and Fishing	Melissa Bank
Naked in Death (In Death, #1)	J.D. Robb
1776	David McCullough
Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened	Allie Brosh
Angelfall (Penryn & the End of Days, #1)	Susan Ee
Cada día	David Levithan
Every Day (Every Day, #1)	David Levithan
Schindler's List	Thomas Keneally
Dreamcatcher	Stephen King
Falling Up	Shel Silverstein
The Throne of Fire (Kane Chronicles, #2)	Rick Riordan
The Arctic Incident (Artemis Fowl, #2)	Eoin Colfer
A is for Alibi (Kinsey Millhone, #1)	Sue Grafton
About a Boy	Nick Hornby
Guilty Pleasures (Anita Blake, Vampire Hunter, #1)	Laurell K. Hamilton
The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)	Michael Scott
Ο αλχημιστής (Τα μυστικά του αθάνατου Νίκολας Φλαμέλ, #1)	Michael Scott
The Elegance of the Hedgehog	Muriel Barbery
Lola and the Boy Next Door (Anna and the French Kiss, #2)	Stephanie Perkins
Lola ve Komşu Çocuk (Anna and the French Kiss, #2)	Stephanie Perkins
Fool Moon (The Dresden Files, #2)	Jim Butcher
The Remains of the Day	Kazuo Ishiguro
Os Garotos Corvos (The Raven Cycle, #1)	Maggie Stiefvater
The Raven Boys (The Raven Cycle, #1)	Maggie Stiefvater
De 100-jarige man die uit het raam klom en verdween	Jonas Jonasson
Hundraåringen som klev ut genom fönstret och försvann	Jonas Jonasson
The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared	Jonas Jonasson
Walden	Henry David Thoreau
უოლდენი ანუ ტყეში ცხოვრება	Henry David Thoreau
Hex Hall (Hex Hall, #1)	Rachel Hawkins
Lonesome Dove	Larry McMurtry
The Lies of Locke Lamora (Gentleman Bastard, #1)	Scott Lynch
Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)	Robin Sloan
Calvin and Hobbes	Bill Watterson
In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin	Erik Larson
The Silkworm (Cormoran Strike, #2)	Robert Galbraith
Curious George	H.A. Rey
Persepolis: The Story of a Childhood (Persepolis, #1-2)	Marjane Satrapi
Reached (Matched, #3)	Ally Condie
Shanghai Girls (Shanghai Girls #1)	Lisa See
The Audacity of Hope: Thoughts on Reclaiming the American Dream	Barack Obama
The Wide Window (A Series of Unfortunate Events, #3)	Lemony Snicket
Bleach, Vol. 1: Strawberry and the Soul Reapers	Tite Kubo
Thinking, Fast and Slow	Daniel Kahneman
Shadow and Bone (The Grisha, #1)	Leigh Bardugo
Onyx (Lux, #2)	Jennifer L. Armentrout
The Republic	Plato
To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)	Jenny Han
The Storied Life of A. J. Fikry	Gabrielle Zevin
The Storied Life of A.J. Fikry	Gabrielle Zevin
Batman: The Killing Joke	Alan Moore
Beautiful Bastard (Beautiful Bastard, #1)	Christina Lauren
